"Dublin.Core.Title","Dublin.Core.Description","Dublin.Core.Creator","Dublin.Core.Date","Dublin.Core.Identifier","Dublin.Core.Rights","Dublin.Core.Type","Dublin.Core.Format","twitter_query","twitter_ids_count","twitter_links_count","indexed_links_count","files"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-04-16","baffd260d270e9b622cd204e1a442987","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","#SzczepimySię",4432,89,66,"https://aspw.pl/aspw_temp/baffd260d270e9b622cd204e1a442987/all_tweets_id.csv;https://aspw.pl/aspw_temp/baffd260d270e9b622cd204e1a442987/domains.json;https://aspw.pl/aspw_temp/baffd260d270e9b622cd204e1a442987/twitter_links.csv;https://aspw.pl/aspw_temp/baffd260d270e9b622cd204e1a442987/meta.csv;https://aspw.pl/aspw_temp/baffd260d270e9b622cd204e1a442987/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-10-08","bd30849f46ba472c7c6ae6b3b84d1ffa","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","konstytucja",22805,119,94,"https://aspw.pl/aspw_temp/bd30849f46ba472c7c6ae6b3b84d1ffa/all_tweets_id.csv;https://aspw.pl/aspw_temp/bd30849f46ba472c7c6ae6b3b84d1ffa/domains.json;https://aspw.pl/aspw_temp/bd30849f46ba472c7c6ae6b3b84d1ffa/twitter_links.csv;https://aspw.pl/aspw_temp/bd30849f46ba472c7c6ae6b3b84d1ffa/meta.csv;https://aspw.pl/aspw_temp/bd30849f46ba472c7c6ae6b3b84d1ffa/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-09-10","bfd7f8b38d067663f7038745caf293c7","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Polexit",17409,150,125,"https://aspw.pl/aspw_temp/bfd7f8b38d067663f7038745caf293c7/all_tweets_id.csv;https://aspw.pl/aspw_temp/bfd7f8b38d067663f7038745caf293c7/domains.json;https://aspw.pl/aspw_temp/bfd7f8b38d067663f7038745caf293c7/twitter_links.csv;https://aspw.pl/aspw_temp/bfd7f8b38d067663f7038745caf293c7/meta.csv;https://aspw.pl/aspw_temp/bfd7f8b38d067663f7038745caf293c7/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-11-04","c034f78a3a7f5a1b32e5d23cbf981fae","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","#anijednejwiecej",10185,27,25,"https://aspw.pl/aspw_temp/c034f78a3a7f5a1b32e5d23cbf981fae/all_tweets_id.csv;https://aspw.pl/aspw_temp/c034f78a3a7f5a1b32e5d23cbf981fae/domains.json;https://aspw.pl/aspw_temp/c034f78a3a7f5a1b32e5d23cbf981fae/twitter_links.csv;https://aspw.pl/aspw_temp/c034f78a3a7f5a1b32e5d23cbf981fae/meta.csv;https://aspw.pl/aspw_temp/c034f78a3a7f5a1b32e5d23cbf981fae/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-05-03","c134440694a5c7eaeaa4e46f4ebddb3e","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","matura",9080,94,90,"https://aspw.pl/aspw_temp/c134440694a5c7eaeaa4e46f4ebddb3e/all_tweets_id.csv;https://aspw.pl/aspw_temp/c134440694a5c7eaeaa4e46f4ebddb3e/domains.json;https://aspw.pl/aspw_temp/c134440694a5c7eaeaa4e46f4ebddb3e/twitter_links.csv;https://aspw.pl/aspw_temp/c134440694a5c7eaeaa4e46f4ebddb3e/meta.csv;https://aspw.pl/aspw_temp/c134440694a5c7eaeaa4e46f4ebddb3e/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-04-22","c3ac897ce5bc4f778b0ffc88884caa6d","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","prawo",28539,567,532,"https://aspw.pl/aspw_temp/c3ac897ce5bc4f778b0ffc88884caa6d/all_tweets_id.csv;https://aspw.pl/aspw_temp/c3ac897ce5bc4f778b0ffc88884caa6d/domains.json;https://aspw.pl/aspw_temp/c3ac897ce5bc4f778b0ffc88884caa6d/twitter_links.csv;https://aspw.pl/aspw_temp/c3ac897ce5bc4f778b0ffc88884caa6d/meta.csv;https://aspw.pl/aspw_temp/c3ac897ce5bc4f778b0ffc88884caa6d/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2020-11-13","c4990a99bc4229ab45f50fc97e2fc409","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Kościół",4174,110,99,"https://aspw.pl/aspw_temp/c4990a99bc4229ab45f50fc97e2fc409/all_tweets_id.csv;https://aspw.pl/aspw_temp/c4990a99bc4229ab45f50fc97e2fc409/domains.json;https://aspw.pl/aspw_temp/c4990a99bc4229ab45f50fc97e2fc409/twitter_links.csv;https://aspw.pl/aspw_temp/c4990a99bc4229ab45f50fc97e2fc409/meta.csv;https://aspw.pl/aspw_temp/c4990a99bc4229ab45f50fc97e2fc409/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-08-10","c68105c46596b0166db5073902c1fad8","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","lewica",16139,103,89,"https://aspw.pl/aspw_temp/c68105c46596b0166db5073902c1fad8/all_tweets_id.csv;https://aspw.pl/aspw_temp/c68105c46596b0166db5073902c1fad8/domains.json;https://aspw.pl/aspw_temp/c68105c46596b0166db5073902c1fad8/twitter_links.csv;https://aspw.pl/aspw_temp/c68105c46596b0166db5073902c1fad8/meta.csv;https://aspw.pl/aspw_temp/c68105c46596b0166db5073902c1fad8/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-02-26","c6fddbb7219a5b8ae935f80d19c1e872","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","koronawirus",13137,1885,1226,"https://aspw.pl/aspw_temp/c6fddbb7219a5b8ae935f80d19c1e872/all_tweets_id.csv;https://aspw.pl/aspw_temp/c6fddbb7219a5b8ae935f80d19c1e872/domains.json;https://aspw.pl/aspw_temp/c6fddbb7219a5b8ae935f80d19c1e872/twitter_links.csv;https://aspw.pl/aspw_temp/c6fddbb7219a5b8ae935f80d19c1e872/meta.csv;https://aspw.pl/aspw_temp/c6fddbb7219a5b8ae935f80d19c1e872/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-01-29","c9d072bd05515513f013205d9f1d91ee","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","#strajkkobiet",10000,55,39,"https://aspw.pl/aspw_temp/c9d072bd05515513f013205d9f1d91ee/all_tweets_id.csv;https://aspw.pl/aspw_temp/c9d072bd05515513f013205d9f1d91ee/domains.json;https://aspw.pl/aspw_temp/c9d072bd05515513f013205d9f1d91ee/twitter_links.csv;https://aspw.pl/aspw_temp/c9d072bd05515513f013205d9f1d91ee/meta.csv;https://aspw.pl/aspw_temp/c9d072bd05515513f013205d9f1d91ee/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-02-01","ca2ea989670ea53c309fa5d55c4e0c75","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","#WOŚP",10000,88,69,"https://aspw.pl/aspw_temp/ca2ea989670ea53c309fa5d55c4e0c75/all_tweets_id.csv;https://aspw.pl/aspw_temp/ca2ea989670ea53c309fa5d55c4e0c75/domains.json;https://aspw.pl/aspw_temp/ca2ea989670ea53c309fa5d55c4e0c75/twitter_links.csv;https://aspw.pl/aspw_temp/ca2ea989670ea53c309fa5d55c4e0c75/meta.csv;https://aspw.pl/aspw_temp/ca2ea989670ea53c309fa5d55c4e0c75/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-06-01","cf9870660acf517bcb766b231d11b9a8","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","tvp",3700,170,136,"https://aspw.pl/aspw_temp/cf9870660acf517bcb766b231d11b9a8/all_tweets_id.csv;https://aspw.pl/aspw_temp/cf9870660acf517bcb766b231d11b9a8/domains.json;https://aspw.pl/aspw_temp/cf9870660acf517bcb766b231d11b9a8/twitter_links.csv;https://aspw.pl/aspw_temp/cf9870660acf517bcb766b231d11b9a8/meta.csv;https://aspw.pl/aspw_temp/cf9870660acf517bcb766b231d11b9a8/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-04-29","d0ad5698a3f55c43fd298ed5b9b538df","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Polska",75754,2834,2407,"https://aspw.pl/aspw_temp/d0ad5698a3f55c43fd298ed5b9b538df/all_tweets_id.csv;https://aspw.pl/aspw_temp/d0ad5698a3f55c43fd298ed5b9b538df/domains.json;https://aspw.pl/aspw_temp/d0ad5698a3f55c43fd298ed5b9b538df/twitter_links.csv;https://aspw.pl/aspw_temp/d0ad5698a3f55c43fd298ed5b9b538df/meta.csv;https://aspw.pl/aspw_temp/d0ad5698a3f55c43fd298ed5b9b538df/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-09-06","d123958f34277963f2d4d2ba0d4600fa","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","koronawirus",578,99,84,"https://aspw.pl/aspw_temp/d123958f34277963f2d4d2ba0d4600fa/all_tweets_id.csv;https://aspw.pl/aspw_temp/d123958f34277963f2d4d2ba0d4600fa/domains.json;https://aspw.pl/aspw_temp/d123958f34277963f2d4d2ba0d4600fa/twitter_links.csv;https://aspw.pl/aspw_temp/d123958f34277963f2d4d2ba0d4600fa/meta.csv;https://aspw.pl/aspw_temp/d123958f34277963f2d4d2ba0d4600fa/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2020-12-14","d2b8a0fd5313ae29caa978a793160884","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","#strajkkobiet",15000,126,122,"https://aspw.pl/aspw_temp/d2b8a0fd5313ae29caa978a793160884/all_tweets_id.csv;https://aspw.pl/aspw_temp/d2b8a0fd5313ae29caa978a793160884/domains.json;https://aspw.pl/aspw_temp/d2b8a0fd5313ae29caa978a793160884/twitter_links.csv;https://aspw.pl/aspw_temp/d2b8a0fd5313ae29caa978a793160884/meta.csv;https://aspw.pl/aspw_temp/d2b8a0fd5313ae29caa978a793160884/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-03-24","d34acb92045da1256548ec1b4725a537","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","#KoronawirusWPolsce",1484,116,93,"https://aspw.pl/aspw_temp/d34acb92045da1256548ec1b4725a537/all_tweets_id.csv;https://aspw.pl/aspw_temp/d34acb92045da1256548ec1b4725a537/domains.json;https://aspw.pl/aspw_temp/d34acb92045da1256548ec1b4725a537/twitter_links.csv;https://aspw.pl/aspw_temp/d34acb92045da1256548ec1b4725a537/meta.csv;https://aspw.pl/aspw_temp/d34acb92045da1256548ec1b4725a537/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-09-24","d3b1a0ba0ba223cc40fddae4a391871a","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Niemcy",17239,319,267,"https://aspw.pl/aspw_temp/d3b1a0ba0ba223cc40fddae4a391871a/all_tweets_id.csv;https://aspw.pl/aspw_temp/d3b1a0ba0ba223cc40fddae4a391871a/domains.json;https://aspw.pl/aspw_temp/d3b1a0ba0ba223cc40fddae4a391871a/twitter_links.csv;https://aspw.pl/aspw_temp/d3b1a0ba0ba223cc40fddae4a391871a/meta.csv;https://aspw.pl/aspw_temp/d3b1a0ba0ba223cc40fddae4a391871a/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-04-26","d3e28a086b94086bdc9b0a3eb4ab2104","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","koronawirus",5428,546,464,"https://aspw.pl/aspw_temp/d3e28a086b94086bdc9b0a3eb4ab2104/all_tweets_id.csv;https://aspw.pl/aspw_temp/d3e28a086b94086bdc9b0a3eb4ab2104/domains.json;https://aspw.pl/aspw_temp/d3e28a086b94086bdc9b0a3eb4ab2104/twitter_links.csv;https://aspw.pl/aspw_temp/d3e28a086b94086bdc9b0a3eb4ab2104/meta.csv;https://aspw.pl/aspw_temp/d3e28a086b94086bdc9b0a3eb4ab2104/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-07-09","d4b85fd2eb4d4a92b64a42f0e36d9e27","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","sejm",6706,244,223,"https://aspw.pl/aspw_temp/d4b85fd2eb4d4a92b64a42f0e36d9e27/all_tweets_id.csv;https://aspw.pl/aspw_temp/d4b85fd2eb4d4a92b64a42f0e36d9e27/domains.json;https://aspw.pl/aspw_temp/d4b85fd2eb4d4a92b64a42f0e36d9e27/twitter_links.csv;https://aspw.pl/aspw_temp/d4b85fd2eb4d4a92b64a42f0e36d9e27/meta.csv;https://aspw.pl/aspw_temp/d4b85fd2eb4d4a92b64a42f0e36d9e27/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-04-16","d4cfa80b95bd9fe7309c635e35f03e49","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Lublin",2531,254,129,"https://aspw.pl/aspw_temp/d4cfa80b95bd9fe7309c635e35f03e49/all_tweets_id.csv;https://aspw.pl/aspw_temp/d4cfa80b95bd9fe7309c635e35f03e49/domains.json;https://aspw.pl/aspw_temp/d4cfa80b95bd9fe7309c635e35f03e49/twitter_links.csv;https://aspw.pl/aspw_temp/d4cfa80b95bd9fe7309c635e35f03e49/meta.csv;https://aspw.pl/aspw_temp/d4cfa80b95bd9fe7309c635e35f03e49/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-07-08","d71cf1774c7c4426be8a621b4d910e2a","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","media",16519,351,306,"https://aspw.pl/aspw_temp/d71cf1774c7c4426be8a621b4d910e2a/all_tweets_id.csv;https://aspw.pl/aspw_temp/d71cf1774c7c4426be8a621b4d910e2a/domains.json;https://aspw.pl/aspw_temp/d71cf1774c7c4426be8a621b4d910e2a/twitter_links.csv;https://aspw.pl/aspw_temp/d71cf1774c7c4426be8a621b4d910e2a/meta.csv;https://aspw.pl/aspw_temp/d71cf1774c7c4426be8a621b4d910e2a/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-10-08","d97265bc68c3eba03981bcda642c1807","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","granica",1850,19,18,"https://aspw.pl/aspw_temp/d97265bc68c3eba03981bcda642c1807/all_tweets_id.csv;https://aspw.pl/aspw_temp/d97265bc68c3eba03981bcda642c1807/domains.json;https://aspw.pl/aspw_temp/d97265bc68c3eba03981bcda642c1807/twitter_links.csv;https://aspw.pl/aspw_temp/d97265bc68c3eba03981bcda642c1807/meta.csv;https://aspw.pl/aspw_temp/d97265bc68c3eba03981bcda642c1807/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-04-02","da069dd725594b8b837b9e9582e26f97","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Polacy",31233,646,601,"https://aspw.pl/aspw_temp/da069dd725594b8b837b9e9582e26f97/all_tweets_id.csv;https://aspw.pl/aspw_temp/da069dd725594b8b837b9e9582e26f97/domains.json;https://aspw.pl/aspw_temp/da069dd725594b8b837b9e9582e26f97/twitter_links.csv;https://aspw.pl/aspw_temp/da069dd725594b8b837b9e9582e26f97/meta.csv;https://aspw.pl/aspw_temp/da069dd725594b8b837b9e9582e26f97/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-09-24","da2bff7c4b564aa5bfb5babadc028bd0","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Białoruś",5425,125,112,"https://aspw.pl/aspw_temp/da2bff7c4b564aa5bfb5babadc028bd0/all_tweets_id.csv;https://aspw.pl/aspw_temp/da2bff7c4b564aa5bfb5babadc028bd0/domains.json;https://aspw.pl/aspw_temp/da2bff7c4b564aa5bfb5babadc028bd0/twitter_links.csv;https://aspw.pl/aspw_temp/da2bff7c4b564aa5bfb5babadc028bd0/meta.csv;https://aspw.pl/aspw_temp/da2bff7c4b564aa5bfb5babadc028bd0/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-04-26","dbb2fedc856cd6d902d4cf3780523034","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","klimat",5279,81,75,"https://aspw.pl/aspw_temp/dbb2fedc856cd6d902d4cf3780523034/all_tweets_id.csv;https://aspw.pl/aspw_temp/dbb2fedc856cd6d902d4cf3780523034/domains.json;https://aspw.pl/aspw_temp/dbb2fedc856cd6d902d4cf3780523034/twitter_links.csv;https://aspw.pl/aspw_temp/dbb2fedc856cd6d902d4cf3780523034/meta.csv;https://aspw.pl/aspw_temp/dbb2fedc856cd6d902d4cf3780523034/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-05-03","dc1f348ef214395046fea58eed137bc1","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","konstytucja",7894,155,145,"https://aspw.pl/aspw_temp/dc1f348ef214395046fea58eed137bc1/all_tweets_id.csv;https://aspw.pl/aspw_temp/dc1f348ef214395046fea58eed137bc1/domains.json;https://aspw.pl/aspw_temp/dc1f348ef214395046fea58eed137bc1/twitter_links.csv;https://aspw.pl/aspw_temp/dc1f348ef214395046fea58eed137bc1/meta.csv;https://aspw.pl/aspw_temp/dc1f348ef214395046fea58eed137bc1/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-10-08","dd23cab7ba95e0304ff06c46801163a4","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","szkoła",10153,79,73,"https://aspw.pl/aspw_temp/dd23cab7ba95e0304ff06c46801163a4/all_tweets_id.csv;https://aspw.pl/aspw_temp/dd23cab7ba95e0304ff06c46801163a4/domains.json;https://aspw.pl/aspw_temp/dd23cab7ba95e0304ff06c46801163a4/twitter_links.csv;https://aspw.pl/aspw_temp/dd23cab7ba95e0304ff06c46801163a4/meta.csv;https://aspw.pl/aspw_temp/dd23cab7ba95e0304ff06c46801163a4/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-04-01","ddf2c293163fccfc5d8da2d82897e686","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","#szczepimysie",3793,85,51,"https://aspw.pl/aspw_temp/ddf2c293163fccfc5d8da2d82897e686/all_tweets_id.csv;https://aspw.pl/aspw_temp/ddf2c293163fccfc5d8da2d82897e686/domains.json;https://aspw.pl/aspw_temp/ddf2c293163fccfc5d8da2d82897e686/twitter_links.csv;https://aspw.pl/aspw_temp/ddf2c293163fccfc5d8da2d82897e686/meta.csv;https://aspw.pl/aspw_temp/ddf2c293163fccfc5d8da2d82897e686/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-05-24","ddfd71011f65e890591aed25fc3fba8d","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Białoruś",7599,186,95,"https://aspw.pl/aspw_temp/ddfd71011f65e890591aed25fc3fba8d/all_tweets_id.csv;https://aspw.pl/aspw_temp/ddfd71011f65e890591aed25fc3fba8d/domains.json;https://aspw.pl/aspw_temp/ddfd71011f65e890591aed25fc3fba8d/twitter_links.csv;https://aspw.pl/aspw_temp/ddfd71011f65e890591aed25fc3fba8d/meta.csv;https://aspw.pl/aspw_temp/ddfd71011f65e890591aed25fc3fba8d/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-05-21","ded7e540cce42a23bf032bb3be968dd1","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","TSUE",10342,200,124,"https://aspw.pl/aspw_temp/ded7e540cce42a23bf032bb3be968dd1/all_tweets_id.csv;https://aspw.pl/aspw_temp/ded7e540cce42a23bf032bb3be968dd1/domains.json;https://aspw.pl/aspw_temp/ded7e540cce42a23bf032bb3be968dd1/twitter_links.csv;https://aspw.pl/aspw_temp/ded7e540cce42a23bf032bb3be968dd1/meta.csv;https://aspw.pl/aspw_temp/ded7e540cce42a23bf032bb3be968dd1/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-10-15","df3f09e3d74b439fd46ed17a1a11a385","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","prawo",50729,640,597,"https://aspw.pl/aspw_temp/df3f09e3d74b439fd46ed17a1a11a385/all_tweets_id.csv;https://aspw.pl/aspw_temp/df3f09e3d74b439fd46ed17a1a11a385/domains.json;https://aspw.pl/aspw_temp/df3f09e3d74b439fd46ed17a1a11a385/twitter_links.csv;https://aspw.pl/aspw_temp/df3f09e3d74b439fd46ed17a1a11a385/meta.csv;https://aspw.pl/aspw_temp/df3f09e3d74b439fd46ed17a1a11a385/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-09-30","dfb8de5e276eeced104968a41700e912","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","ministerstwo",1934,54,50,"https://aspw.pl/aspw_temp/dfb8de5e276eeced104968a41700e912/all_tweets_id.csv;https://aspw.pl/aspw_temp/dfb8de5e276eeced104968a41700e912/domains.json;https://aspw.pl/aspw_temp/dfb8de5e276eeced104968a41700e912/twitter_links.csv;https://aspw.pl/aspw_temp/dfb8de5e276eeced104968a41700e912/meta.csv;https://aspw.pl/aspw_temp/dfb8de5e276eeced104968a41700e912/base_index.json"
